onset	duration	movement_onset	coded_response	experiment_exp_id	item_coding	item_responses	item_text	possible_responses	response_time	survey	trial_type	worker_id	junk
266.012	8.5	270.333	4.0	survey_medley	reverse	66,89,71,82,77	Sometimes I can't stop myself from doing something, even if I know it is wrong.	66,89,71,82,77	4.321	brief	Q20	s567	False
275.083	8.5	277.334	2.0	survey_medley	forward	66,89	Do you welcome new and exciting experiences and sensations even if they are a little frightening and unconventional?	66,89,71,82,77	2.251	impulsive_venture	Q38	s567	False
284.089	8.5	286.501	4.0	survey_medley	forward	66,89,71,82,77	I expect that I will set many new goals in the future.	66,89,71,82,77	2.412	future_time	Q23	s567	False
298.397	8.5	301.565	3.0	survey_medley	reverse	66,89,71,82,77	I wish I had more self-discipline.	66,89,71,82,77	3.168	brief	Q15	s567	False
307.467	8.5	311.779	2.0	survey_medley	forward	66,89,71,82	When I get really happy about something, I tend to do things that can have bad consequences.	66,89,71,82,77	4.312	upps	Q34	s567	False
317.763	8.5	322.774	4.0	survey_medley	forward	66,89,71,82	I tend to act without thinking when I am really excited.	66,89,71,82,77	5.011	upps	Q37	s567	False
329.553	8.5	331.805	4.0	survey_medley	forward	66,89,71,82,77	My future is filled with possibilities.	66,89,71,82,77	2.252	future_time	Q24	s567	False
338.76	8.5	342.021	3.0	survey_medley	forward	66,89,71,82,77	As I get older, I begin to experience time as limited.	66,89,71,82,77	3.261	future_time	Q31	s567	False
348.24	8.5	349.759	5.0	survey_medley	forward	66,89,71,82,77	I am diligent.	66,89,71,82,77	1.519	grit	Q08	s567	False
358.198	8.5	363.311	0.0	survey_medley	forward	66,89,71,82	When overjoyed, I feel like I cant stop myself from going overboard.	66,89,71,82,77	5.113	upps	Q35	s567	True
370.056	8.5	374.169	3.0	survey_medley	reverse	66,89,71,82,77	I have been obsessed with a certain idea or project for a short time but later lost interest.	66,89,71,82,77	4.113	grit	Q03	s567	False
379.264	8.5	383.627	2.0	survey_medley	forward	66,89	Would you enjoy the sensation of skiing very fast down a high mountain slope?	66,89,71,82,77	4.363	impulsive_venture	Q40	s567	False
390.783	8.5	393.568	3.0	survey_medley	forward	66,89,71,82,77	I have the sense that time is running out.	66,89,71,82,77	2.785	future_time	Q29	s567	False
